indice,num_patrones_cargar,rango_fecha,numero_puntos,tamano_ventana,divisiones,numero_ventanas_exploradas,total_aceptados_findCommon,numero_encontrados_total,porcentaje_aceptacion_findCommon,porcentaje_aceptacion_tendency,tiempo
349,15,2 meses (60),42,40,[1],60,60,3,100.0,5.0,7.79
350,15,2 meses (60),42,40,"[1, 2]",60,60,3,100.0,5.0,7.68
351,15,5 meses y 8 días (158),109,5,[1],1252,1250,0,99.8,0.0,144.76
352,15,5 meses y 8 días (158),109,10,[1],600,600,0,100.0,0.0,64.67
353,15,5 meses y 8 días (158),109,10,"[1, 2]",688,688,0,100.0,0.0,76.49
354,15,5 meses y 8 días (158),109,20,[1],300,300,7,100.0,2.3,34.92
355,15,5 meses y 8 días (158),109,20,"[1, 2]",340,340,5,100.0,1.5,42.57
356,15,5 meses y 8 días (158),109,40,[1],120,120,8,100.0,6.7,15.24
357,15,5 meses y 8 días (158),109,40,"[1, 2]",147,147,8,100.0,5.4,18.68
358,15,5 meses y 8 días (158),109,40,"[1, 2, 3]",156,156,3,100.0,1.9,20.77
359,15,5 meses y 8 días (158),109,80,"[1, 2]",62,60,5,96.8,8.3,8.41
360,15,5 meses y 8 días (158),109,80,"[1, 2, 3]",62,60,8,96.8,13.3,8.77
361,15,5 meses y 8 días (158),109,90,"[1, 2]",60,57,8,95.0,14.0,7.61
362,15,5 meses y 8 días (158),109,90,"[1, 2, 3]",60,57,9,95.0,15.8,8.32
363,15,5 meses y 8 días (158),109,100,"[1, 2, 3]",60,57,6,95.0,10.5,8.69
364,15,7 meses y 11 días (221),152,10,[1],840,840,4,100.0,0.5,94.87
365,15,7 meses y 11 días (221),152,10,"[1, 2]",962,962,4,100.0,0.4,111.2
366,15,7 meses y 11 días (221),152,20,[1],420,420,9,100.0,2.1,51.72
367,15,7 meses y 11 días (221),152,20,"[1, 2]",471,471,10,100.0,2.1,58.89
368,15,7 meses y 11 días (221),152,40,[1],180,180,12,100.0,6.7,22.52
369,15,7 meses y 11 días (221),152,40,"[1, 2]",216,216,11,100.0,5.1,27.5
370,15,7 meses y 11 días (221),152,40,"[1, 2, 3]",237,237,7,100.0,3.0,31.98
371,15,7 meses y 11 días (221),152,80,"[1, 2]",86,80,6,93.0,7.5,11.7
372,15,7 meses y 11 días (221),152,80,"[1, 2, 3]",92,87,10,94.6,11.5,13.42
373,15,7 meses y 11 días (221),152,90,"[1, 2]",87,80,9,92.0,11.2,11.17
374,15,7 meses y 11 días (221),152,90,"[1, 2, 3]",83,75,10,90.4,13.3,11.48
375,15,7 meses y 11 días (221),152,100,"[1, 2, 3]",78,73,9,93.6,12.3,10.98
376,15,7 meses y 11 días (221),152,120,"[1, 2, 3]",65,55,6,84.6,10.9,9.59
377,15,7 meses y 11 días (221),152,140,"[1, 2, 3]",60,54,7,90.0,13.0,9.2
378,15,9 meses y 2 días (272),187,10,"[1, 2]",1192,1192,6,100.0,0.5,145.06
379,15,9 meses y 2 días (272),187,20,"[1, 2]",606,606,15,100.0,2.5,80.2
380,15,9 meses y 2 días (272),187,40,"[1, 2]",289,289,16,100.0,5.5,48.4
381,15,9 meses y 2 días (272),187,40,"[1, 2, 3]",309,309,12,100.0,3.9,56.67
382,15,9 meses y 2 días (272),187,80,"[1, 2]",132,125,13,94.7,10.4,19.35
383,15,9 meses y 2 días (272),187,80,"[1, 2, 3]",134,127,16,94.8,12.6,19.72
384,15,9 meses y 2 días (272),187,90,"[1, 2]",135,125,13,92.6,10.4,17.61
385,15,9 meses y 2 días (272),187,90,"[1, 2, 3]",136,125,15,91.9,12.0,19.61
386,15,9 meses y 2 días (272),187,100,"[1, 2, 3]",115,106,13,92.2,12.3,17.09
387,15,9 meses y 2 días (272),187,100,"[1, 2, 3, 4]",124,114,16,91.9,14.0,19.75
388,15,9 meses y 2 días (272),187,120,"[1, 2, 3]",92,77,9,83.7,11.7,13.9
389,15,9 meses y 2 días (272),187,120,"[1, 2, 3, 4]",101,86,13,85.1,15.1,16.29
390,15,9 meses y 2 días (272),187,140,"[1, 2, 3]",66,55,7,83.3,12.7,10.22
391,15,9 meses y 2 días (272),187,140,"[1, 2, 3, 4]",73,62,9,84.9,14.5,13.16
392,15,9 meses y 2 días (272),187,160,"[1, 2, 3]",60,53,5,88.3,9.4,9.65
393,15,9 meses y 2 días (272),187,160,"[1, 2, 3, 4]",60,53,8,88.3,15.1,10.29
394,15,9 meses y 2 días (272),187,180,"[1, 2, 3]",60,51,5,85.0,9.8,10.04
395,15,9 meses y 2 días (272),187,180,"[1, 2, 3, 4]",60,51,7,85.0,13.7,10.98
396,15,1 años (365),250,20,"[1, 2]",818,818,20,100.0,2.4,105.07
397,15,1 años (365),250,40,"[1, 2]",410,410,18,100.0,4.4,53.12
398,15,1 años (365),250,40,"[1, 2, 3]",446,446,17,100.0,3.8,65.09
399,15,1 años (365),250,80,"[1, 2]",200,192,19,96.0,9.9,29.28
400,15,1 años (365),250,80,"[1, 2, 3]",199,192,19,96.5,9.9,30.32
401,15,1 años (365),250,90,"[1, 2]",159,149,13,93.7,8.7,22.33
402,15,1 años (365),250,90,"[1, 2, 3]",181,170,17,93.9,10.0,26.5
403,15,1 años (365),250,100,"[1, 2, 3]",153,143,17,93.5,11.9,22.71
404,15,1 años (365),250,100,"[1, 2, 3, 4]",160,149,19,93.1,12.8,25.53
405,15,1 años (365),250,120,"[1, 2, 3]",143,125,14,87.4,11.2,21.68
406,15,1 años (365),250,120,"[1, 2, 3, 4]",142,124,18,87.3,14.5,23.45
407,15,1 años (365),250,140,"[1, 2, 3]",117,100,12,85.5,12.0,18.56
408,15,1 años (365),250,140,"[1, 2, 3, 4]",117,99,15,84.6,15.2,19.9
409,15,1 años (365),250,160,"[1, 2, 3]",98,75,6,76.5,8.0,15.75
410,15,1 años (365),250,160,"[1, 2, 3, 4]",106,83,13,78.3,15.7,18.44
411,15,1 años (365),250,180,"[1, 2, 3]",92,73,7,79.3,9.6,15.24
412,15,1 años (365),250,180,"[1, 2, 3, 4]",87,68,7,78.2,10.3,15.49
413,15,1 años (365),250,200,"[1, 2, 3]",70,53,8,75.7,15.1,12.02
414,15,1 años (365),250,200,"[1, 2, 3, 4]",70,53,11,75.7,20.8,12.7
415,15,1 años (365),250,220,"[1, 2, 3]",68,52,8,76.5,15.4,11.09
416,15,1 años (365),250,220,"[1, 2, 3, 4]",68,52,4,76.5,7.7,11.99
417,15,1 años (365),250,240,"[1, 2, 3]",60,51,8,85.0,15.7,10.42
418,15,1 años (365),250,240,"[1, 2, 3, 4]",60,51,6,85.0,11.8,11.67
419,15,1 años y 5 meses (515),354,20,"[1, 2]",1211,1211,16,100.0,1.3,156.53
420,15,1 años y 5 meses (515),354,40,"[1, 2]",590,589,20,99.8,3.4,78.65
421,15,1 años y 5 meses (515),354,40,"[1, 2, 3]",652,652,14,100.0,2.1,93.77
422,15,1 años y 5 meses (515),354,80,"[1, 2]",279,273,21,97.8,7.7,40.16
423,15,1 años y 5 meses (515),354,80,"[1, 2, 3]",326,313,22,96.0,7.0,48.35
424,15,1 años y 5 meses (515),354,90,"[1, 2]",260,249,13,95.8,5.2,35.22
425,15,1 años y 5 meses (515),354,90,"[1, 2, 3]",292,275,26,94.2,9.5,42.23
426,15,1 años y 5 meses (515),354,100,"[1, 2, 3]",252,238,25,94.4,10.5,37.23
427,15,1 años y 5 meses (515),354,100,"[1, 2, 3, 4]",273,257,24,94.1,9.3,43.49
428,15,1 años y 5 meses (515),354,120,"[1, 2, 3]",226,191,14,84.5,7.3,35.6
429,15,1 años y 5 meses (515),354,120,"[1, 2, 3, 4]",233,199,20,85.4,10.1,38.25
430,15,1 años y 5 meses (515),354,140,"[1, 2, 3]",197,161,11,81.7,6.8,31.19
431,15,1 años y 5 meses (515),354,140,"[1, 2, 3, 4]",196,164,16,83.7,9.8,32.96
432,15,1 años y 5 meses (515),354,160,"[1, 2, 3]",159,126,15,79.2,11.9,25.96
433,15,1 años y 5 meses (515),354,160,"[1, 2, 3, 4]",170,137,13,80.6,9.5,30.17
434,15,1 años y 5 meses (515),354,180,"[1, 2, 3]",139,102,9,73.4,8.8,22.23
435,15,1 años y 5 meses (515),354,180,"[1, 2, 3, 4]",151,110,9,72.8,8.2,25.9
436,15,1 años y 5 meses (515),354,200,"[1, 2, 3]",136,92,11,67.6,12.0,22.34
437,15,1 años y 5 meses (515),354,200,"[1, 2, 3, 4]",147,105,12,71.4,11.4,24.97
438,15,1 años y 5 meses (515),354,220,"[1, 2, 3]",113,73,6,64.6,8.2,17.82
439,15,1 años y 5 meses (515),354,220,"[1, 2, 3, 4]",122,81,8,66.4,9.9,20.32
440,15,1 años y 5 meses (515),354,240,"[1, 2, 3]",113,74,3,65.5,4.1,18.75
441,15,1 años y 5 meses (515),354,240,"[1, 2, 3, 4]",114,77,7,67.5,9.1,19.78
442,15,1 años y 5 meses (515),354,260,"[1, 2, 3]",113,67,5,59.3,7.5,18.6
443,15,1 años y 5 meses (515),354,260,"[1, 2, 3, 4]",118,73,10,61.9,13.7,20.27
444,15,1 años y 5 meses (515),354,280,"[1, 2, 3]",92,51,6,55.4,11.8,15.51
445,15,1 años y 5 meses (515),354,280,"[1, 2, 3, 4]",107,64,4,59.8,6.2,18.64
446,15,1 años y 5 meses (515),354,300,"[1, 2, 3]",92,50,8,54.3,16.0,15.46
447,15,1 años y 5 meses (515),354,300,"[1, 2, 3, 4]",92,50,8,54.3,16.0,16.59
448,15,1 años y 5 meses (515),354,340,"[1, 2, 3]",60,35,4,58.3,11.4,10.42
449,15,1 años y 5 meses (515),354,340,"[1, 2, 3, 4]",60,35,4,58.3,11.4,11.11
450,15,2 años (730),501,20,"[1, 2]",1694,1694,29,100.0,1.7,216.6
451,15,2 años (730),501,40,"[1, 2]",843,842,36,99.9,4.3,114.49
452,15,2 años (730),501,40,"[1, 2, 3]",953,953,23,100.0,2.4,136.32
453,15,2 años (730),501,80,"[1, 2]",422,414,36,98.1,8.7,65.52
454,15,2 años (730),501,80,"[1, 2, 3]",477,459,38,96.2,8.3,73.14
455,15,2 años (730),501,90,"[1, 2]",407,390,28,95.8,7.2,55.63
456,15,2 años (730),501,90,"[1, 2, 3]",425,401,38,94.4,9.5,61.85
457,15,2 años (730),501,100,"[1, 2, 3]",380,356,36,93.7,10.1,57.21
458,15,2 años (730),501,100,"[1, 2, 3, 4]",389,364,35,93.6,9.6,63.76
459,15,2 años (730),501,120,"[1, 2, 3]",334,286,28,85.6,9.8,50.72
460,15,2 años (730),501,120,"[1, 2, 3, 4]",337,293,37,86.9,12.6,56.28
461,15,2 años (730),501,140,"[1, 2, 3]",297,239,24,80.5,10.0,46.68
462,15,2 años (730),501,140,"[1, 2, 3, 4]",298,245,27,82.2,11.0,49.74
463,15,2 años (730),501,160,"[1, 2, 3]",269,199,27,74.0,13.6,41.91
464,15,2 años (730),501,160,"[1, 2, 3, 4]",279,210,26,75.3,12.4,47.05
465,15,2 años (730),501,180,"[1, 2, 3]",249,178,15,71.5,8.4,39.1
466,15,2 años (730),501,180,"[1, 2, 3, 4]",258,186,18,72.1,9.7,43.27
467,15,2 años (730),501,200,"[1, 2, 3]",223,146,15,65.5,10.3,35.65
468,15,2 años (730),501,200,"[1, 2, 3, 4]",238,159,23,66.8,14.5,40.87
469,15,2 años (730),501,220,"[1, 2, 3]",194,119,12,61.3,10.1,29.88
470,15,2 años (730),501,220,"[1, 2, 3, 4]",214,135,17,63.1,12.6,35.44
471,15,2 años (730),501,240,"[1, 2, 3]",184,113,9,61.4,8.0,29.74
472,15,2 años (730),501,240,"[1, 2, 3, 4]",197,117,15,59.4,12.8,33.57
473,15,2 años (730),501,260,"[1, 2, 3]",166,86,8,51.8,9.3,26.21
474,15,2 años (730),501,260,"[1, 2, 3, 4]",191,105,15,55.0,14.3,32.21
475,15,2 años (730),501,280,"[1, 2, 3]",161,84,8,52.2,9.5,26.32
476,15,2 años (730),501,280,"[1, 2, 3, 4]",168,95,12,56.5,12.6,29.01
477,15,2 años (730),501,300,"[1, 2, 3]",157,71,9,45.2,12.7,25.64
478,15,2 años (730),501,300,"[1, 2, 3, 4]",154,75,10,48.7,13.3,26.7
479,15,2 años (730),501,340,"[1, 2, 3]",168,62,7,36.9,11.3,27.95
480,15,2 años (730),501,340,"[1, 2, 3, 4]",166,58,5,34.9,8.6,28.48
481,15,2 años (730),501,380,"[1, 2, 3, 4]",159,50,7,31.4,14.0,27.32
482,15,2 años (730),501,400,"[1, 2, 3, 4]",155,37,6,23.9,16.2,26.36
483,15,2 años (730),501,450,"[1, 2, 3, 4]",102,22,3,21.6,13.6,16.41
484,15,3 años (1095),753,40,"[1, 2, 3]",1434,1434,60,100.0,4.2,205.64
485,15,3 años (1095),753,80,"[1, 2, 3]",751,724,58,96.4,8.0,113.48
486,15,3 años (1095),753,90,"[1, 2, 3]",636,607,58,95.4,9.6,92.42
487,15,3 años (1095),753,100,"[1, 2, 3]",581,550,47,94.7,8.5,87.41
488,15,3 años (1095),753,100,"[1, 2, 3, 4]",623,583,51,93.6,8.7,100.9
489,15,3 años (1095),753,100,"[1, 2, 3, 4, 5]",638,600,60,94.0,10.0,113.38
490,15,3 años (1095),753,120,"[1, 2, 3]",526,454,44,86.3,9.7,80.88
491,15,3 años (1095),753,120,"[1, 2, 3, 4]",539,467,61,86.6,13.1,88.99
492,15,3 años (1095),753,120,"[1, 2, 3, 4, 5]",557,488,49,87.6,10.0,100.92
493,15,3 años (1095),753,140,"[1, 2, 3]",464,381,42,82.1,11.0,73.84
494,15,3 años (1095),753,140,"[1, 2, 3, 4]",478,394,47,82.4,11.9,81.15
495,15,3 años (1095),753,140,"[1, 2, 3, 4, 5]",490,409,56,83.5,13.7,90.49
496,15,3 años (1095),753,160,"[1, 2, 3]",433,333,33,76.9,9.9,69.83
497,15,3 años (1095),753,160,"[1, 2, 3, 4]",438,335,33,76.5,9.9,76.56
498,15,3 años (1095),753,160,"[1, 2, 3, 4, 5]",447,342,34,76.5,9.9,83.57
499,15,3 años (1095),753,180,"[1, 2, 3]",397,274,31,69.0,11.3,65.49
500,15,3 años (1095),753,180,"[1, 2, 3, 4]",420,291,32,69.3,11.0,75.66
501,15,3 años (1095),753,180,"[1, 2, 3, 4, 5]",425,307,39,72.2,12.7,83.44
502,15,3 años (1095),753,200,"[1, 2, 3]",390,248,22,63.6,8.9,64.96
503,15,3 años (1095),753,200,"[1, 2, 3, 4]",392,256,19,65.3,7.4,69.71
504,15,3 años (1095),753,200,"[1, 2, 3, 4, 5]",377,249,25,66.0,10.0,72.15
505,15,3 años (1095),753,220,"[1, 2, 3]",334,208,21,62.3,10.1,53.56
506,15,3 años (1095),753,220,"[1, 2, 3, 4]",353,214,18,60.6,8.4,59.91
507,15,3 años (1095),753,220,"[1, 2, 3, 4, 5]",377,235,34,62.3,14.5,68.55
508,15,3 años (1095),753,240,"[1, 2, 3]",318,182,24,57.2,13.2,51.75
509,15,3 años (1095),753,240,"[1, 2, 3, 4]",312,198,24,63.5,12.1,55.32
510,15,3 años (1095),753,240,"[1, 2, 3, 4, 5]",332,201,22,60.5,10.9,62.79
511,15,3 años (1095),753,260,"[1, 2, 3]",306,156,19,51.0,12.2,49.72
512,15,3 años (1095),753,260,"[1, 2, 3, 4]",320,174,18,54.4,10.3,55.66
513,15,3 años (1095),753,260,"[1, 2, 3, 4, 5]",307,173,26,56.4,15.0,58.11
514,15,3 años (1095),753,280,"[1, 2, 3]",313,156,20,49.8,12.8,51.54
515,15,3 años (1095),753,280,"[1, 2, 3, 4]",298,160,17,53.7,10.6,52.92
516,15,3 años (1095),753,280,"[1, 2, 3, 4, 5]",313,162,16,51.8,9.9,58.73
517,15,3 años (1095),753,300,"[1, 2, 3]",285,140,11,49.1,7.9,48.27
518,15,3 años (1095),753,300,"[1, 2, 3, 4]",291,143,20,49.1,14.0,52.43
519,15,3 años (1095),753,300,"[1, 2, 3, 4, 5]",301,155,19,51.5,12.3,57.57
520,15,3 años (1095),753,340,"[1, 2, 3]",280,104,9,37.1,8.7,47.95
521,15,3 años (1095),753,340,"[1, 2, 3, 4]",287,112,13,39.0,11.6,51.4
522,15,3 años (1095),753,340,"[1, 2, 3, 4, 5]",312,124,12,39.7,9.7,58.7
523,15,3 años (1095),753,380,"[1, 2, 3, 4]",351,81,10,23.1,12.3,59.83
524,15,3 años (1095),753,380,"[1, 2, 3, 4, 5]",347,87,11,25.1,12.6,61.78
525,15,3 años (1095),753,400,"[1, 2, 3, 4]",340,71,10,20.9,14.1,58.34
526,15,3 años (1095),753,400,"[1, 2, 3, 4, 5]",356,74,11,20.8,14.9,63.29
527,15,3 años (1095),753,450,"[1, 2, 3, 4]",337,53,4,15.7,7.5,54.49
528,15,3 años (1095),753,450,"[1, 2, 3, 4, 5]",362,56,6,15.5,10.7,60.51
529,15,3 años (1095),753,500,"[1, 2, 3, 4]",394,32,1,8.1,3.1,62.83
530,15,3 años (1095),753,500,"[1, 2, 3, 4, 5]",392,33,3,8.4,9.1,64.84
531,15,6 años y 1 días (2191),1509,100,"[1, 2, 3, 4]",1324,1219,122,92.1,10.0,223.12
532,15,6 años y 1 días (2191),1509,100,"[1, 2, 3, 4, 5]",1358,1248,96,91.9,7.7,245.16
533,15,6 años y 1 días (2191),1509,100,"[1, 2, 3, 4, 5, 6]",1398,1301,89,93.1,6.8,275.95
534,15,6 años y 1 días (2191),1509,120,"[1, 2, 3, 4]",1155,1007,125,87.2,12.4,199.05
535,15,6 años y 1 días (2191),1509,120,"[1, 2, 3, 4, 5]",1179,1036,102,87.9,9.8,219.78
536,15,6 años y 1 días (2191),1509,120,"[1, 2, 3, 4, 5, 6]",1193,1052,93,88.2,8.8,243.62
537,15,6 años y 1 días (2191),1509,140,"[1, 2, 3, 4]",1016,821,79,80.8,9.6,181.6
538,15,6 años y 1 días (2191),1509,140,"[1, 2, 3, 4, 5]",1041,847,94,81.4,11.1,220.01
539,15,6 años y 1 días (2191),1509,140,"[1, 2, 3, 4, 5, 6]",1070,871,93,81.4,10.7,240.97
540,15,6 años y 1 días (2191),1509,160,"[1, 2, 3, 4]",967,733,104,75.8,14.2,186.13
541,15,6 años y 1 días (2191),1509,160,"[1, 2, 3, 4, 5]",994,763,91,76.8,11.9,205.15
542,15,6 años y 1 días (2191),1509,160,"[1, 2, 3, 4, 5, 6]",1012,773,90,76.4,11.6,230.92
543,15,6 años y 1 días (2191),1509,180,"[1, 2, 3, 4]",886,618,84,69.8,13.6,178.27
544,15,6 años y 1 días (2191),1509,180,"[1, 2, 3, 4, 5]",907,664,83,73.2,12.5,195.76
545,15,6 años y 1 días (2191),1509,180,"[1, 2, 3, 4, 5, 6]",915,676,90,73.9,13.3,214.23
546,15,6 años y 1 días (2191),1509,200,"[1, 2, 3, 4]",844,546,66,64.7,12.1,170.02
547,15,6 años y 1 días (2191),1509,200,"[1, 2, 3, 4, 5]",865,577,82,66.7,14.2,202.86
548,15,6 años y 1 días (2191),1509,200,"[1, 2, 3, 4, 5, 6]",866,589,69,68.0,11.7,226.75
549,15,6 años y 1 días (2191),1509,220,"[1, 2, 3, 4]",830,491,53,59.2,10.8,180.27
550,15,6 años y 1 días (2191),1509,220,"[1, 2, 3, 4, 5]",874,522,73,59.7,14.0,192.77
551,15,6 años y 1 días (2191),1509,220,"[1, 2, 3, 4, 5, 6]",880,541,76,61.5,14.0,209.71
552,15,6 años y 1 días (2191),1509,240,"[1, 2, 3, 4]",797,447,54,56.1,12.1,177.54
553,15,6 años y 1 días (2191),1509,240,"[1, 2, 3, 4, 5]",813,458,65,56.3,14.2,183.7
554,15,6 años y 1 días (2191),1509,240,"[1, 2, 3, 4, 5, 6]",826,478,66,57.9,13.8,200.45
555,15,6 años y 1 días (2191),1509,260,"[1, 2, 3, 4]",752,393,52,52.3,13.2,166.56
556,15,6 años y 1 días (2191),1509,260,"[1, 2, 3, 4, 5]",766,413,58,53.9,14.0,172.22
557,15,6 años y 1 días (2191),1509,260,"[1, 2, 3, 4, 5, 6]",781,427,61,54.7,14.3,189.51
558,15,6 años y 1 días (2191),1509,280,"[1, 2, 3, 4]",748,357,41,47.7,11.5,162.31
559,15,6 años y 1 días (2191),1509,280,"[1, 2, 3, 4, 5]",755,366,45,48.5,12.3,180.72
560,15,6 años y 1 días (2191),1509,280,"[1, 2, 3, 4, 5, 6]",787,389,53,49.4,13.6,200.25
561,15,6 años y 1 días (2191),1509,300,"[1, 2, 3, 4]",743,324,33,43.6,10.2,167.68
562,15,6 años y 1 días (2191),1509,300,"[1, 2, 3, 4, 5]",768,336,46,43.8,13.7,179.12
563,15,6 años y 1 días (2191),1509,300,"[1, 2, 3, 4, 5, 6]",801,341,37,42.6,10.9,196.83
564,15,6 años y 1 días (2191),1509,340,"[1, 2, 3, 4]",792,263,37,33.2,14.1,175.22
565,15,6 años y 1 días (2191),1509,340,"[1, 2, 3, 4, 5]",801,273,31,34.1,11.4,179.36
566,15,6 años y 1 días (2191),1509,340,"[1, 2, 3, 4, 5, 6]",814,284,38,34.9,13.4,192.65
567,15,6 años y 1 días (2191),1509,380,"[1, 2, 3, 4]",852,215,29,25.2,13.5,183.87
568,15,6 años y 1 días (2191),1509,380,"[1, 2, 3, 4, 5]",899,231,29,25.7,12.6,203.48
569,15,6 años y 1 días (2191),1509,380,"[1, 2, 3, 4, 5, 6]",924,241,35,26.1,14.5,214.63
570,15,6 años y 1 días (2191),1509,400,"[1, 2, 3, 4]",935,191,23,20.4,12.0,204.52
571,15,6 años y 1 días (2191),1509,400,"[1, 2, 3, 4, 5]",941,200,21,21.3,10.5,211.35
572,15,6 años y 1 días (2191),1509,400,"[1, 2, 3, 4, 5, 6]",1010,207,32,20.5,15.5,227.75
573,15,6 años y 1 días (2191),1509,450,"[1, 2, 3, 4]",1146,153,14,13.4,9.2,227.2
574,15,6 años y 1 días (2191),1509,450,"[1, 2, 3, 4, 5]",1147,150,19,13.1,12.7,233.7
575,15,6 años y 1 días (2191),1509,450,"[1, 2, 3, 4, 5, 6]",1195,154,16,12.9,10.4,238.25
576,15,6 años y 1 días (2191),1509,500,"[1, 2, 3, 4]",1315,106,10,8.1,9.4,243.63
577,15,6 años y 1 días (2191),1509,500,"[1, 2, 3, 4, 5]",1357,113,13,8.3,11.5,255.86
578,15,6 años y 1 días (2191),1509,500,"[1, 2, 3, 4, 5, 6]",1335,117,12,8.8,10.3,259.61
579,15,8 años y 2 días (2922),2012,140,"[1, 2, 3, 4]",1391,1106,124,79.5,11.2,288.81
580,15,8 años y 2 días (2922),2012,140,"[1, 2, 3, 4, 5]",1437,1145,133,79.7,11.6,313.77
581,15,8 años y 2 días (2922),2012,140,"[1, 2, 3, 4, 5, 6]",1463,1187,121,81.1,10.2,345.75
582,15,8 años y 2 días (2922),2012,160,"[1, 2, 3, 4]",1308,985,117,75.3,11.9,272.95
583,15,8 años y 2 días (2922),2012,160,"[1, 2, 3, 4, 5]",1342,1011,120,75.3,11.9,300.05
584,15,8 años y 2 días (2922),2012,160,"[1, 2, 3, 4, 5, 6]",1372,1039,119,75.7,11.5,341.51
585,15,8 años y 2 días (2922),2012,180,"[1, 2, 3, 4]",1222,838,103,68.6,12.3,256.33
586,15,8 años y 2 días (2922),2012,180,"[1, 2, 3, 4, 5]",1258,875,100,69.6,11.4,280.88
587,15,8 años y 2 días (2922),2012,180,"[1, 2, 3, 4, 5, 6]",1271,906,127,71.3,14.0,307.95
588,15,8 años y 2 días (2922),2012,200,"[1, 2, 3, 4]",1186,730,93,61.6,12.7,249.34
589,15,8 años y 2 días (2922),2012,200,"[1, 2, 3, 4, 5]",1217,766,109,62.9,14.2,278.88
590,15,8 años y 2 días (2922),2012,200,"[1, 2, 3, 4, 5, 6]",1223,788,107,64.4,13.6,298.53
591,15,8 años y 2 días (2922),2012,220,"[1, 2, 3, 4]",1123,661,80,58.9,12.1,229.97
592,15,8 años y 2 días (2922),2012,220,"[1, 2, 3, 4, 5]",1164,703,90,60.4,12.8,255.13
593,15,8 años y 2 días (2922),2012,220,"[1, 2, 3, 4, 5, 6]",1232,725,100,58.8,13.8,288.67
594,15,8 años y 2 días (2922),2012,240,"[1, 2, 3, 4]",1115,608,81,54.5,13.3,243.66
595,15,8 años y 2 días (2922),2012,240,"[1, 2, 3, 4, 5]",1123,634,89,56.5,14.0,260.57
596,15,8 años y 2 días (2922),2012,240,"[1, 2, 3, 4, 5, 6]",1146,639,98,55.8,15.3,272.58
